,sample_idx,src_text,reference_fr,base_pred,ft_pred,bleu_base,bleu_ft
78,78,"CSI hereby grants you a personal, limited, revocable, non-transferable and non-exclusive license to access, read, download the Content located on this Web Site for personal, non-commercial and not-for-profit use only.","Par les présentes, l’ICS vous accorde une licence personnelle, limitée, révocable, non transférable et non exclusive vous permettant à accéder au Contenu publié sur le site Web, ainsi qu’à le lire et à le télécharger, et ce, uniquement pour un usage personnel, non commercial et sans but lucratif.","CSI vous accorde par la présente une licence personnelle, limitée, révocable, non transférable et non exclusive pour accéder, lire, télécharger le Contenu situé sur ce Site Web à des fins personnelles, non commerciales et sans but lucratif uniquement.","CSI vous accorde par la présente une licence personnelle, limitée, révocable, non transférable et non exclusive pour accéder, lire, télécharger le Contenu situé sur ce Site Web à des fins personnelles, non commerciales et sans but lucratif.",30.081927130155652,31.36623034178217
79,79,Give me your phone number.,Écrivez-moi votre numéro de téléphone :,Donnez-moi votre numéro de téléphone.,Donne-moi ton numéro de téléphone.,50.81327481546149,30.213753973567677
80,80,By Thomas Gayet the Wednesday 24 January 2007 at 17:53,Par Thomas Gayet le mercredi 24 janvier 2007 à 17:53,Par Thomas Gayet le mercredi 24 janvier 2007 à 17:53,Par Thomas Gayet le mercredi 24 janvier 2007 à 17:53,100.00000000000004,100.00000000000004
81,81,"In accordance with paragraph 8 of resolution 1407 (2002), the Permanent Mission of the Republic of Korea also has the honour to inform the Committee that the Government of the Republic of Korea has, on its part, taken all the necessary measures to implement the arms embargo against Somalia, effective starting on 25 July 2002.","Conformément au paragraphe 8 de la résolution 1407 (2002), la Mission permanente de la République de Corée tient également à informer le Comité que son gouvernement a, pour sa part, pris toutes les mesures nécessaires pour appliquer l'embargo sur les armes contre la Somalie, avec effet au 25 juillet 2002.","Conformément au paragraphe 8 de la résolution 1407 (2002), la Mission permanente de la République de Corée a également l'honneur d'informer le Comité que le Gouvernement de la République de Corée a, de son côté, pris toutes les mesures nécessaires pour appliquer l'embargo sur les armes contre la Somalie, à compter du 25 juillet 2002.","Conformément au paragraphe 8 de la résolution 1407 (2002), la Mission permanente de la République de Corée a également l'honneur d'informer le Comité que le Gouvernement de la République de Corée a, de son côté, pris toutes les mesures nécessaires pour appliquer l'embargo sur les armes contre la Somalie, à compter du 25 juillet 2002.",62.80605932588437,62.80605932588437
82,82,Body check,Fouille au corps.,Contrôle du corps,Contrôle du corps,0.0,0.0
83,83,Raising awareness among local high schools about NGO work,Présentation du travail des ONG dans les lycées,Sensibiliser les lycées locaux au travail des ONG,Sensibilisation des lycées locaux au travail des ONG,25.848657697858535,22.089591134157878
84,84,"THE COUNCIL OF THE EUROPEAN UNION,","LE CONSEIL DE L’UNION EUROPÉENNE,","LE CONSEIL DE L'UNION EUROPÉENNE,","LE CONSEIL DE LUNION EUROPÉENNE,",37.99178428257963,37.99178428257963
85,85,"The Bank will review systems and procedures applied by the financial intermediaries during appraisal, including compliance with relevant national and EU legislation, as defined by Procurement Directive 2004/17/EC, and publication in the Official Journal of the EU where appropriate.","Lors de l'instruction, la Banque examina les systèmes et procédures mis en œuvre par le promoteur et vérifiera leur conformité avec les dispositions de la législation nationale et européenne en la matière (directive 2004/17/CE sur la passation des marchés), ce qui inclut, le cas échéant, une publication au Journal officiel de l'UE.","La Banque examinera les systèmes et procédures appliqués par les intermédiaires financiers au cours de l'évaluation, y compris le respect de la législation nationale et de la législation de l'UE pertinente, telle que définie par la directive 2004/17/CE sur les marchés publics, et publiera au Journal officiel de l'UE, le cas échéant.","La Banque réexaminera les systèmes et procédures appliqués par les intermédiaires financiers au cours de l'instruction, y compris le respect de la législation nationale et de la législation de l'UE, telle que définie par la directive 2004/17/CE relative aux marchés publics, et publiera, le cas échéant, au Journal officiel de l'UE.",29.891435832875384,32.708364119195544
86,86,"Yeah, a dream come true.","Oui, un rêve devenu réalité.","Oui, un rêve devient réalité.","Oui, un rêve devenu réalité.",48.892302243490086,100.00000000000004
87,87,"While it is true that there are reasons for hope, it is equally true that the challenges to the peace process are genuine and could compromise our path to peace if they are not satisfactorily met in the short term.","S'il est vrai qu'il y a des raisons d'espérer, il est tout aussi vrai que les défis au processus de paix sont réels; ils pourraient compromettre notre marche vers la paix s'ils ne trouvaient pas de solutions satisfaisantes à court terme.","S'il est vrai qu'il y a des raisons d'espérer, il est tout aussi vrai que les défis au processus de paix sont réels et pourraient compromettre notre chemin vers la paix s'ils ne sont pas relevés de manière satisfaisante à court terme.","S'il est vrai qu'il y a des raisons d'espérer, il est tout aussi vrai que les défis au processus de paix sont réels et pourraient compromettre notre chemin vers la paix s'ils ne sont pas relevés de manière satisfaisante à court terme.",70.76803587758485,70.76803587758485
88,88,"The international community — which, clearly, includes the High Representative himself — would like to see the Bosnian leaders and politicians increasingly assume greater responsibility for working together and engaging constructively to strengthen Bosnia and Herzegovina as a State and promote the effective functioning of its common institutions — a paramount responsibility that is in line with the concept of ownership.","La communauté internationale, y compris bien sûr, le Haut Représentant lui-même, voudrait voir les dirigeants et les politiciens assumer de plus en plus de responsabilités, travailler ensemble et s'engager de façon constructive à renforcer la Bosnie-Herzégovine en tant qu'État et à promouvoir le fonctionnement efficace de ses institutions communes - ce qui est une responsabilité primordiale qui va dans le sens de la notion de prise en main.",La communauté internationale - qui comprend clairement le Haut Représentant lui-même - aimerait que les dirigeants et les responsables politiques bosniaques assument de plus en plus la responsabilité de travailler ensemble et de s'engager de manière constructive pour renforcer la Bosnie-Herzégovine en tant qu'État et promouvoir le fonctionnement efficace de ses institutions communes - une responsabilité primordiale conforme à la notion d'appropriation.,La communauté internationale - qui comprend clairement le Haut Représentant lui-même - aimerait voir les dirigeants et les responsables politiques bosniaques assumer de plus en plus de responsabilités en travaillant ensemble et en s'engageant de manière constructive à renforcer la Bosnie-Herzégovine en tant qu'État et à promouvoir le fonctionnement efficace de ses institutions communes - une responsabilité primordiale qui soit conforme à la notion d'appropriation.,34.84709558048911,47.69419626032175
89,89,He took my office from me.,Il m'a pris mon bureau.,Il m'a pris mon bureau.,Il m'a pris mon bureau.,100.00000000000004,100.00000000000004
90,90,He's a member of the Makeba Liberation Front.,C'est un membre du Front de Libération du Makeba. Le consulat du Makeba a émis une alerte.,Il est membre du Front de Libération de Makeba.,Il est membre du Front de Libération de Makeba.,18.368857957428915,18.368857957428915
91,91,"N/A Mandate To assist in the reduction of poverty in middle-income and creditworthy poorer countries by promoting sustainable development through loans, guarantees, risk management products, and analytical and advisory services.","Laurier Ouest, 22e étage?Ottawa (Ontario) K1P 6K6 Téléphone : 613-947-1420?Télécopieur : 613-993-5583?Courriel : mcgillisg@ottawa.ijc.org?Site Web : http://www.ijc.org Mandat La Commission mixte internationale s'emploie à prévenir et à résoudre les différends entre les États-Unis d'Amérique vertu du Traité des eaux limitrophes de 1909 et veille au bien commun des deux pays en tant qu'organe indépendant et objectif conseillant les deux gouvernements.","S.O. Mandat Contribuer à la réduction de la pauvreté dans les pays pauvres à revenu intermédiaire et en situation de crédit en favorisant le développement durable au moyen de prêts, de garanties, de produits de gestion des risques et de services analytiques et consultatifs.","S.O. Mandat Aider à réduire la pauvreté dans les pays pauvres à revenu intermédiaire et en situation de crédit en favorisant le développement durable au moyen de prêts, de garanties, de produits de gestion des risques et de services analytiques et consultatifs.",0.6048943989774925,0.5833897084503664
92,92,"Janice P. Shove It, M.D.","Janice P. Tranche-le, Docteur en medecin.","Janice P. Shove it, M.D.","Janice P. Shove It, M.D.",17.747405280050266,17.747405280050266
93,93,"Arrangements were made to raise the water level in the Port of Montréal to the extent possible. At about 1500 on 15April2007, salvage operations began and, at approximately 1545, the SichemAneline was pulled free and towed to a berth at the Port of Montréal.","Des dispositions ont été prises pour élever autant que possible le niveau de l'eau dans le port de Montréal. Vers 15h le 15avril2007, les opérations de sauvetage commençaient et, vers 15h45, le SichemAneline était dégagé puis remorqué à un quai du port de Montréal.","Des dispositions ont été prises pour élever le niveau d'eau dans le port de Montréal dans la mesure du possible. Vers 1500 le 15avril2007, les opérations de sauvetage ont commencé et, vers 1545, la SichemAneline a été tirée libre et remorquée jusqu'à un poste d'amarrage au port de Montréal.","Des dispositions ont été prises pour élever le niveau de l'eau dans le port de Montréal dans la mesure du possible. Vers 15h00 le 15avril2007, les opérations de sauvetage ont commencé et, vers 15h45, le SichemAneline a été tiré libre et remorqué jusqu'à un poste d'amarrage au port de Montréal.",36.96292658919267,50.84843683571381
